"HistoryNodeId","2160","path","standardzhtw","/ragicforms11","","類似","/ragicforms11.del","angie@ragic.com","2018/05/04 06:46:51"
"HistoryNodeId","2208","sheet","standardzhtw","/ragicforms12","20002","分錄帳","20002_Sheet20002_index_t.nui1.del","angie@ragic.com","2018/05/18 07:01:28"
"HistoryNodeId","2216","sheet","standardzhtw","/ragicmis","20015","軟體授權管理 copy","20015_Sheet20015_index_t.nui1.del","lillian@ragic.com","2018/05/25 01:41:22"
"HistoryNodeId","2217","sheet","standardzhtw","/ragicforms13","20007","IT需求派工單  copy","20007_Sheet20007_index_t.nui1.del","lillian@ragic.com","2018/05/25 04:01:09"
"HistoryNodeId","2218","sheet","standardzhtw","/ragicforms13","20002","資訊設備類目管理","20002_Sheet20002_index_t.nui1.del","lillian@ragic.com","2018/05/25 09:21:10"
"HistoryNodeId","2251","path","standardzhtw","/ragicmis","","資訊（舊）","/ragicmis.del","lillian@ragic.com","2018/05/31 05:41:11"
"HistoryNodeId","2253","sheet","standardzhtw","/ragicforms8","20019","分錄帳 copy","20019_Sheet20019_index.nui1.del","angie@ragic.com","2018/06/04 06:58:09"
"HistoryNodeId","2258","sheet","standardzhtw","/ragicforms12","20010","會計科目","20010_Sheet20010_index.nui1.del","angie@ragic.com","2018/06/07 09:16:16"
"HistoryNodeId","2885","sheet","standardzhtw","/ragicforms15","20009","老師每月上課紀錄","20009_Sheet20009_index_t.nui1.del","lillian@ragic.com","2018/11/06 14:59:13"
"HistoryNodeId","3956","sheet","standardzhtw","/ragicadministration","20013","TEST","20013_Sheet20013_index_t.nui1.del","rex@ragic.com","2018/11/22 01:31:31"
"HistoryNodeId","3998","sheet","standardzhtw","/ragicforms16","20011","邀請函","20011_Sheet20011_index.nui1.del","lillian@ragic.com","2018/12/09 05:30:10"
"HistoryNodeId","4004","path","standardzhtw","/ragicforms17","","研發文件管理","/ragicforms17.del","angie@ragic.com","2019/01/19 00:29:35"
"HistoryNodeId","4138","sheet","standardzhtw","/ragicforms20","20002","問題準備","20002_Sheet20002_index.nui1.del","angie@ragic.com","2019/06/11 18:20:09","5"
"HistoryNodeId","4143","sheet","standardzhtw","/ragicforms15","20004","課程總表","20004_Sheet20004_index_t.nui1.del","lillian@ragic.com","2019/06/15 11:01:45","5"
"HistoryNodeId","4228","sheet","standardzhtw","/ragicforms20","20003","面試問題準備","20003_Sheet20003_index_t.nui1.del","angie@ragic.com","2019/07/17 03:13:41","5"
"HistoryNodeId","5303","sheet","standardzhtw","/ragicforms23","20008","防疫出國旅遊史調查","20008_Sheet20008_index.nui1.del","angie@ragic.com","2020/03/27 17:27:21","10"
"HistoryNodeId","6567","path","standardzhtw","/ragicforms24","","系統","/ragicforms24.del","payton@ragic.com","2020/06/19 07:30:33","10"
"HistoryNodeId","11068","sheet","standardzhtw","/ragicforms29","20001","教育訓練進度","20001_Sheet20001_index.nui1.del","angie@ragic.com","2021/05/18 23:27:41","15"
"HistoryNodeId","11121","sheet","standardzhtw","/ragicforms30","20004","遠端工作進度回報","20004_Sheet20004_index_t.nui1.del","lillian@ragic.com","2021/05/21 02:12:12","19"
"HistoryNodeId","11609","sheet","standardzhtw","/ragicforms31","20003","預約資訊","20003_Sheet20003_index.nui1.del","yeeyan@ragic.com","2021/06/15 03:06:46","21"
"HistoryNodeId","11610","sheet","standardzhtw","/ragicforms31","20004","預約資訊","20004_Sheet20004_index.nui1.del","yeeyan@ragic.com","2021/06/15 03:10:20","21"
"HistoryNodeId","11611","sheet","standardzhtw","/ragicforms31","20005","預約資訊","20005_Sheet20005_index.nui1.del","yeeyan@ragic.com","2021/06/15 03:14:54","21"
"HistoryNodeId","11612","sheet","standardzhtw","/ragicforms31","20006","個人預約細項","20006_Sheet20006_index_t.nui1.del","yeeyan@ragic.com","2021/06/15 03:30:54","21"
"HistoryNodeId","11755","sheet","standardzhtw","/ragicforms31","20001","個人預約單","20001_Sheet20001_index.nui1.del","yeeyan@ragic.com","2021/06/22 02:08:58","24"
"HistoryNodeId","11775","sheet","standardzhtw","/ragicforms31","20008","場地列表 copy","20008_Sheet20008_index.nui1.del","yeeyan@ragic.com","2021/06/22 07:23:19","24"
"HistoryNodeId","11776","sheet","standardzhtw","/ragic-","20003","場地列表 copy","20003_Sheet20003_index_t.nui1.del","yeeyan@ragic.com","2021/06/22 07:25:18","25"
"HistoryNodeId","12380","sheet","standardzhtw","/ragicsales","20011","報價單","20011_Sheet20011_index.nui1.del","lillian@ragic.com","2021/07/20 15:09:02","27"
"HistoryNodeId","27711","sheet","standardzhtw","/ragicforms34","20010","工程項目","20010_Sheet20010_index.nui1.del","fabio@ragic.com","2022/01/13 09:09:59","32"
"HistoryNodeId","47600","sheet","standardzhtw","/ragicforms22","20004","電子發票B2C開立（含稅）","20004_Sheet20004_index_t.nui1.del","angie@ragic.com","2022/06/30 12:44:05","35"
"HistoryNodeId","58100","sheet","standardzhtw","/ragicforms22","20005","電子發票B2C開立（含稅單價）","20005_Sheet20005_index_t.nui1.del","angie@ragic.com","2022/09/22 13:11:32","36"
"HistoryNodeId","58101","sheet","standardzhtw","/ragicforms22","20006","電子發票開立 （含稅單價）","20006_Sheet20006_index_t.nui1.del","angie@ragic.com","2022/09/22 13:11:43","36"
"HistoryNodeId","58801","sheet","standardzhtw","/ragicforms37","20003","可預約課程學員名單","20003_Sheet20003_index_t.nui1.del","lillian@ragic.com","2022/09/28 15:26:23","36"
"HistoryNodeId","58802","sheet","standardzhtw","/ragicforms37","20009","預約紀錄（內部管理扣課用）","20009_Sheet20009_index_t.nui1.del","lillian@ragic.com","2022/09/28 15:44:10","36"
"HistoryNodeId","60000","sheet","standardzhtw","/ragicforms4","20015","人事資料表 copy","20015_Sheet20015_index_t.nui1.del","phil@ragic.com","2022/10/05 02:54:26","36"
